"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
1337,"8_1",8,1,7.95528,4.63296,1.95072,0.9349,47.58899726,-122.3432262,"2022_10_11_10-06-06_104.jpg",13,2,11,3,6,1,16,0,0,34,3,0,0,11,0,0,0,0
1378,"8_1",8,1,7.07136,4.63296,1.95072,1.309666667,47.58861046,-122.3430939,"2022_10_11_10-06-06_400.jpg",24,6,1,19,0,0,24,0,0,8,3,0,0,13,0,0,0,0
1346,"8_1",8,1,7.65048,4.63296,1.95072,1.019333333,47.58891128,-122.3432112,"2022_10_11_10-06-06_168.jpg",12,12,20,24,0,0,1,0,0,21,0,0,0,10,0,0,0,0
1370,"8_1",8,1,7.22376,4.63296,1.95072,0.995333333,47.58869032,-122.3431186,"2022_10_11_10-06-06_344.jpg",5,8,4,13,2,3,30,0,0,21,0,0,0,14,0,0,0,0
1395,"8_1",8,1,7.62,4.63296,1.95072,0.876666667,47.58843431,-122.3430435,"2022_10_11_10-06-06_528.jpg",58,1,10,21,0,0,5,0,0,0,0,0,0,3,0,0,0,0
1385,"8_1",8,1,7.28472,4.63296,1.95072,1.003666667,47.58853617,-122.3430771,"2022_10_11_10-06-06_456.jpg",17,2,3,22,0,0,11,5,0,17,2,7,0,13,0,0,0,0
1348,"8_1",8,1,7.65048,4.63296,1.95072,0.914888889,47.58889171,-122.3432061,"2022_10_11_10-06-06_184.jpg",3,10,4,7,0,0,11,0,0,25,2,0,0,30,7,0,0,0
1405,"8_1",8,1,6.76656,4.63296,1.95072,1.026777778,47.58833307,-122.3429966,"2022_10_11_10-06-06_600.jpg",13,2,4,12,0,0,31,5,3,17,1,0,0,10,0,0,0,0
1404,"8_1",8,1,6.76656,4.63296,1.95072,0.905333333,47.5883477,-122.3430018,"2022_10_11_10-06-06_592.jpg",5,3,13,57,0,0,15,0,0,1,0,0,0,3,0,0,0,0
1355,"8_1",8,1,7.49808,4.63296,1.95072,1.001444444,47.58913833,-122.3432465,"2022_10_11_10-06-06_24.jpg",8,9,7,32,0,0,42,0,0,1,0,0,0,1,0,0,0,0
1339,"8_1",8,1,7.86384,4.63296,1.95072,0.885333333,47.58896939,-122.3432248,"2022_10_11_10-06-06_120.jpg",21,13,10,6,0,0,16,0,1,22,1,0,0,5,0,0,0,2
1415,"8_1",8,1,6.49224,4.63296,1.95072,1.097666667,47.58823618,-122.3429391,"2022_10_11_10-06-06_672.jpg",17,6,13,11,6,0,21,0,0,4,7,0,0,15,0,0,0,0
1412,"8_1",8,1,6.46176,4.63296,1.95072,0.961222222,47.58826538,-122.3429559,"2022_10_11_10-06-06_648.jpg",0,2,2,11,11,0,11,0,0,33,11,0,0,7,0,1,0,0
1418,"8_1",8,1,7.95528,4.63296,1.95072,0.805777778,47.58903835,-122.3432306,"2022_10_11_10-06-06_80.jpg",13,2,5,29,0,3,22,0,0,0,6,1,0,10,0,0,0,0
1373,"8_1",8,1,6.94944,4.63296,1.95072,1.057,47.58866407,-122.3431025,"2022_10_11_10-06-06_368.jpg",15,15,11,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0
1393,"8_1",8,1,7.58952,4.63296,1.95072,0.792333333,47.58845638,-122.3430486,"2022_10_11_10-06-06_512.jpg",7,0,1,39,6,0,32,2,0,0,0,0,0,12,0,0,0,0
1343,"8_1",8,1,7.83336,4.63296,1.95072,0.931,47.58893047,-122.3432162,"2022_10_11_10-06-06_152.jpg",6,10,7,14,0,0,45,0,0,0,0,0,0,15,0,0,0,0
1354,"8_1",8,1,7.58952,4.63296,1.95072,1.019555556,47.58882653,-122.3431894,"2022_10_11_10-06-06_232.jpg",2,0,6,56,0,0,26,0,0,0,0,0,0,10,0,0,0,0
1382,"8_1",8,1,7.25424,4.63296,1.95072,1.086375,47.58857635,-122.3430862,"2022_10_11_10-06-06_432.jpg",15,2,11,17,0,5,3,2,0,34,1,0,0,0,0,0,0,0
1353,"8_1",8,1,7.55904,4.63296,1.95072,0.965,47.58883797,-122.3431922,"2022_10_11_10-06-06_224.jpg",9,3,5,52,5,0,12,0,0,0,0,0,0,14,0,0,0,0
1357,"8_1",8,1,7.7724,4.63296,1.95072,0.974,47.58880682,-122.3431842,"2022_10_11_10-06-06_248.jpg",13,0,14,15,0,0,13,0,0,8,1,0,0,36,0,0,0,0
1402,"8_1",8,1,6.76656,4.63296,1.95072,0.978777778,47.58837212,-122.3430129,"2022_10_11_10-06-06_576.jpg",15,4,13,24,0,0,18,4,0,10,3,0,0,7,0,0,0,0
1384,"8_1",8,1,7.13232,4.63296,1.95072,1.096666667,47.58855135,-122.3430806,"2022_10_11_10-06-06_448.jpg",14,1,3,44,0,0,14,0,0,0,10,0,0,1,0,0,0,1
1352,"8_1",8,1,7.55904,4.63296,1.95072,0.969333333,47.58885073,-122.3431956,"2022_10_11_10-06-06_216.jpg",3,1,22,45,0,2,6,0,0,0,0,0,0,20,0,0,0,1
1464,"8_2",8,2,4.99872,4.63296,2.4384,0.773222222,47.5885409,-122.3429387,"2022_10_11_10-22-05_408.jpg",2,6,20,2,2,0,0,4,0,2,6,6,0,48,0,0,0,2
1476,"8_2",8,2,3.38328,4.63296,2.4384,0.889777778,47.58909234,-122.3431154,"2022_10_11_10-22-05_8.jpg",12,16,2,24,0,2,6,0,0,8,10,0,0,20,0,0,0,0
1474,"8_2",8,2,3.87096,4.63296,2.4384,0.926,47.58901092,-122.3431198,"2022_10_11_10-22-05_64.jpg",4,0,0,0,0,0,42,0,0,0,0,0,0,50,0,0,0,0
1477,"8_2",8,2,4.08432,4.63296,2.4384,0.968555556,47.58899047,-122.3431144,"2022_10_11_10-22-05_80.jpg",6,0,2,10,0,0,10,0,0,38,12,0,0,22,0,0,0,0
1458,"8_2",8,2,5.57784,4.63296,2.4384,0.890333333,47.5886065,-122.3429695,"2022_10_11_10-22-05_368.jpg",20,2,6,10,0,0,0,0,0,48,0,12,0,2,0,0,0,0
1442,"8_2",8,2,5.73024,4.63296,2.4384,0.941444444,47.58875587,-122.343031,"2022_10_11_10-22-05_248.jpg",10,14,6,28,0,0,2,2,0,8,0,0,0,26,0,0,0,4
1479,"8_2",8,2,4.08432,4.63296,2.4384,1.054,47.58896747,-122.3431074,"2022_10_11_10-22-05_96.jpg",0,2,4,2,0,0,20,0,0,60,0,0,0,6,0,0,0,0
1449,"8_2",8,2,5.27304,4.63296,2.4384,1.285111111,47.5886903,-122.3430026,"2022_10_11_10-22-05_304.jpg",48,0,4,10,14,0,2,0,0,8,0,0,0,14,0,0,0,0
1437,"8_2",8,2,5.73024,4.63296,2.4384,0.9085,47.58880361,-122.3430469,"2022_10_11_10-22-05_216.jpg",32,6,0,26,0,0,0,0,0,36,0,0,0,0,0,0,0,0
1469,"8_2",8,2,4.69392,4.63296,2.4384,1.153222222,47.58849283,-122.3429039,"2022_10_11_10-22-05_448.jpg",8,0,6,12,4,0,18,2,0,2,10,0,0,32,0,0,0,4
1447,"8_2",8,2,5.36448,4.63296,2.4384,1.040333333,47.58871168,-122.3430154,"2022_10_11_10-22-05_288.jpg",20,0,30,22,0,0,14,6,0,0,4,0,0,4,0,0,0,0
1478,"8_2",8,2,4.05384,4.63296,2.4384,0.987,47.58897914,-122.3431108,"2022_10_11_10-22-05_88.jpg",0,0,2,0,0,0,16,0,0,74,0,0,0,2,0,0,0,0
1443,"8_2",8,2,5.76072,4.63296,2.4384,0.883888889,47.58874812,-122.3430285,"2022_10_11_10-22-05_256.jpg",8,10,10,4,0,4,0,0,0,26,10,0,0,26,0,0,0,2
1432,"8_2",8,2,4.48056,4.63296,2.4384,1.32,47.58886689,-122.3430613,"2022_10_11_10-22-05_176.jpg",8,14,4,26,0,0,24,0,0,10,6,0,0,6,0,0,0,0
1428,"8_2",8,2,4.51104,4.63296,2.4384,0.988333333,47.58889474,-122.3430746,"2022_10_11_10-22-05_152.jpg",0,4,6,4,0,0,20,0,0,14,0,0,0,50,0,0,0,0
1451,"8_2",8,2,3.44424,4.63296,2.4384,0.9851,47.58906182,-122.3431262,"2022_10_11_10-22-05_32.jpg",8,2,6,4,0,2,8,0,0,44,0,0,0,26,0,0,0,0
1421,"8_2",8,2,3.38328,4.63296,2.4384,0.9367,47.5891036,-122.3431091,"2022_10_11_10-22-05_0.jpg",2,12,14,22,0,0,2,0,0,6,22,0,0,20,0,0,0,0
1457,"8_2",8,2,5.54736,4.63296,2.4384,0.954666667,47.58861818,-122.3429736,"2022_10_11_10-22-05_360.jpg",28,2,4,8,2,2,4,0,0,26,0,0,0,20,0,0,0,0
1433,"8_2",8,2,5.21208,4.63296,2.4384,1.099555556,47.58885432,-122.3430581,"2022_10_11_10-22-05_184.jpg",18,4,6,12,0,0,18,0,0,2,10,0,0,24,0,0,0,0
1467,"8_2",8,2,4.75488,4.63296,2.4384,0.843333333,47.58850831,-122.3429167,"2022_10_11_10-22-05_432.jpg",0,8,4,28,0,0,8,4,0,24,4,0,0,14,0,0,0,0
1423,"8_2",8,2,4.20624,4.63296,2.4384,0.7085,47.58894549,-122.3431007,"2022_10_11_10-22-05_112.jpg",2,4,0,6,0,0,36,4,0,0,6,2,0,40,0,0,0,0
1472,"8_2",8,2,3.84048,4.63296,2.4384,1.0545,47.589032,-122.343123,"2022_10_11_10-22-05_48.jpg",6,6,8,2,0,0,14,2,0,6,10,2,0,30,0,0,0,0
1456,"8_2",8,2,5.54736,4.63296,2.4384,0.878555556,47.5886284,-122.3429774,"2022_10_11_10-22-05_352.jpg",20,2,4,22,0,0,2,0,0,36,0,0,0,12,0,0,0,2
1431,"8_2",8,2,4.54152,4.63296,2.4384,0.969888889,47.58887833,-122.3430648,"2022_10_11_10-22-05_168.jpg",0,4,10,40,0,0,30,0,0,0,12,0,0,4,0,0,0,0
1452,"8_2",8,2,5.60832,4.63296,2.4384,1.003888889,47.58867444,-122.3429942,"2022_10_11_10-22-05_320.jpg",16,12,18,14,2,0,0,0,0,12,22,0,0,4,0,0,0,0
1435,"8_2",8,2,5.334,4.63296,2.4384,1.083888889,47.588828,-122.3430532,"2022_10_11_10-22-05_200.jpg",10,18,0,20,0,0,22,0,0,28,0,0,0,2,0,0,0,0
1446,"8_2",8,2,5.66928,4.63296,2.4384,1.023333333,47.58872046,-122.343019,"2022_10_11_10-22-05_280.jpg",52,8,2,16,2,0,2,2,0,0,2,2,0,2,0,0,0,0
1471,"8_2",8,2,4.78536,4.63296,2.4384,1.277111111,47.58846568,-122.3428837,"2022_10_11_10-22-05_472.jpg",8,8,8,16,0,0,28,0,0,12,0,0,0,18,0,0,0,0
1422,"8_2",8,2,4.29768,4.63296,2.4384,0.854888889,47.58895786,-122.3431046,"2022_10_11_10-22-05_104.jpg",2,0,0,8,6,0,38,0,0,2,2,2,0,38,0,0,0,0
1460,"8_2",8,2,5.24256,4.63296,2.4384,0.768111111,47.58857728,-122.3429599,"2022_10_11_10-22-05_384.jpg",10,0,6,6,0,26,0,2,0,12,4,22,0,12,0,0,0,0
1440,"8_2",8,2,3.41376,4.63296,2.4384,0.899222222,47.58907143,-122.3431235,"2022_10_11_10-22-05_24.jpg",12,4,16,4,6,0,20,0,0,30,0,0,0,8,0,0,0,0
1463,"8_2",8,2,5.21208,4.63296,2.4384,0.816444444,47.58855214,-122.3429494,"2022_10_11_10-22-05_400.jpg",6,0,2,0,0,0,0,6,0,10,8,4,0,60,0,0,4,0
1470,"8_2",8,2,4.75488,4.63296,2.4384,1.046111111,47.58848274,-122.3428961,"2022_10_11_10-22-05_456.jpg",10,4,12,8,0,0,14,0,0,20,0,0,0,24,0,0,0,0
1427,"8_2",8,2,4.23672,4.63296,2.4384,1.032444444,47.58890399,-122.3430806,"2022_10_11_10-22-05_144.jpg",14,10,2,8,0,0,28,0,0,0,10,0,0,26,0,0,0,0
1450,"8_2",8,2,5.57784,4.63296,2.4384,1.0484,47.58868226,-122.3429982,"2022_10_11_10-22-05_312.jpg",24,2,14,4,0,0,4,0,0,44,6,0,0,0,0,0,0,2
1444,"8_2",8,2,5.73024,4.63296,2.4384,0.81,47.58873917,-122.3430257,"2022_10_11_10-22-05_264.jpg",6,24,10,34,0,0,0,2,0,10,12,0,0,2,0,0,0,0
1439,"8_2",8,2,5.69976,4.63296,2.4384,1.133888889,47.58878306,-122.3430394,"2022_10_11_10-22-05_232.jpg",12,18,6,28,0,0,0,0,0,18,14,0,0,4,0,0,0,0
1426,"8_2",8,2,4.23672,4.63296,2.4384,1.154888889,47.58891595,-122.3430858,"2022_10_11_10-22-05_136.jpg",6,4,4,2,0,0,32,0,0,30,0,0,0,20,0,0,0,0
1429,"8_2",8,2,3.44424,4.63296,2.4384,0.8703,47.58908235,-122.3431196,"2022_10_11_10-22-05_16.jpg",6,18,12,34,2,0,8,0,0,6,12,0,0,0,0,0,0,0
1475,"8_2",8,2,3.93192,4.63296,2.4384,0.996,47.58899758,-122.3431193,"2022_10_11_10-22-05_72.jpg",4,0,4,16,0,0,34,0,0,4,2,0,0,34,0,0,0,0
1448,"8_2",8,2,5.24256,4.63296,2.4384,1.284111111,47.58870039,-122.3430083,"2022_10_11_10-22-05_296.jpg",26,2,18,22,0,2,2,14,0,0,2,0,0,10,0,0,0,0
1465,"8_2",8,2,4.84632,4.63296,2.4384,0.838777778,47.58853083,-122.3429299,"2022_10_11_10-22-05_416.jpg",6,4,0,0,0,0,4,16,0,0,2,0,0,60,0,0,0,0
1461,"8_2",8,2,5.15112,4.63296,2.4384,0.986444444,47.58856449,-122.342955,"2022_10_11_10-22-05_392.jpg",4,0,24,26,0,2,4,2,0,22,6,0,0,10,0,0,0,0
1462,"8_2",8,2,3.5052,4.63296,2.4384,1.212111111,47.5890464,-122.3431263,"2022_10_11_10-22-05_40.jpg",14,2,6,6,0,2,10,0,0,24,0,0,0,36,0,0,0,0
1459,"8_2",8,2,5.51688,4.63296,2.4384,0.900444444,47.58859317,-122.3429652,"2022_10_11_10-22-05_376.jpg",8,8,14,10,0,8,2,4,0,16,4,0,0,24,0,0,0,0
1434,"8_2",8,2,5.27304,4.63296,2.4384,1.137666667,47.58884324,-122.343056,"2022_10_11_10-22-05_192.jpg",26,8,0,20,0,0,22,0,0,6,2,0,0,14,0,0,0,0
1455,"8_2",8,2,5.51688,4.63296,2.4384,1.016666667,47.58864005,-122.3429813,"2022_10_11_10-22-05_344.jpg",4,14,10,16,0,0,2,12,0,22,0,0,0,8,0,0,0,0
1445,"8_2",8,2,5.7912,4.63296,2.4384,0.846111111,47.58873096,-122.3430227,"2022_10_11_10-22-05_272.jpg",52,4,2,20,0,0,6,0,0,0,0,0,0,2,0,0,0,0
1436,"8_2",8,2,5.6388,4.63296,2.4384,1.029555556,47.58881736,-122.3430509,"2022_10_11_10-22-05_208.jpg",10,8,2,6,0,0,4,0,0,64,2,0,0,0,0,0,0,4
1424,"8_2",8,2,4.23672,4.63296,2.4384,0.976555556,47.58893742,-122.3430954,"2022_10_11_10-22-05_120.jpg",4,6,4,20,0,0,6,0,0,24,20,0,0,16,0,0,0,0
