"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
870,"6_1",6,1,2.62128,6.58368,4.45008,3.830333333,47.61941963,-122.3625619,"2022_8_15_09-59-38_536.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,17,49,0,0,0,0,0
871,"6_1",6,1,2.52984,6.58368,4.45008,1.895666667,47.61941285,-122.3625548,"2022_8_15_09-59-38_544.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,8,33,0,0,0,0,0
872,"6_1",6,1,2.34696,6.58368,4.45008,0.935133333,47.61940211,-122.3625436,"2022_8_15_09-59-38_552.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,8,46,0,2,0,0,0
873,"6_1",6,1,5.12064,6.58368,4.45008,1.030266667,47.6197535,-122.3631237,"2022_8_15_09-59-38_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,1,4,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
874,"6_1",6,1,2.37744,6.58368,4.45008,1.8728,47.61939393,-122.3625352,"2022_8_15_09-59-38_560.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
875,"6_1",6,1,2.37744,6.58368,4.45008,4.094,47.61938701,-122.3625289,"2022_8_15_09-59-38_568.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
876,"6_1",6,1,2.37744,6.58368,4.45008,0.8648,47.61937795,-122.3625204,"2022_8_15_09-59-38_576.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,49,0,1,0,0,0
877,"6_1",6,1,2.34696,6.58368,4.45008,1.008733333,47.61936793,-122.3625097,"2022_8_15_09-59-38_584.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,0,0,0,0,0,0,0,40,0,1,0,0,0
878,"6_1",6,1,2.40792,6.58368,4.45008,0.97075,47.61936137,-122.3625019,"2022_8_15_09-59-38_592.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,2,0,0,0,0,0,0,28,0,1,0,0,0
879,"6_1",6,1,2.40792,6.58368,4.45008,0.9958,47.61935525,-122.3624944,"2022_8_15_09-59-38_600.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,14,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,40,2,0,0,0,0,0,0,21,0,4,2,0,0
880,"6_1",6,1,2.40792,6.58368,4.45008,1.0056,47.61934827,-122.3624875,"2022_8_15_09-59-38_608.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,0,0,21,0,2,3,0,0
881,"6_1",6,1,2.31648,6.58368,4.45008,1.101066667,47.61933848,-122.3624784,"2022_8_15_09-59-38_616.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,20,40,0,0,0,0,0
882,"6_1",6,1,2.04216,6.58368,4.45008,2.123133333,47.61932928,-122.3624692,"2022_8_15_09-59-38_624.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,20,0,0,0,0,0,0,15,34,0,0,0,0,0
883,"6_1",6,1,2.04216,6.58368,4.45008,1.430071429,47.61932232,-122.362462,"2022_8_15_09-59-38_632.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,13,0,0,0,0,0,0,24,17,0,0,0,0,0
884,"6_1",6,1,4.99872,6.58368,4.45008,0.91125,47.61976458,-122.3631105,"2022_8_15_09-59-38_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,0,5,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
885,"6_1",6,1,2.07264,6.58368,4.45008,1.408533333,47.61931661,-122.3624561,"2022_8_15_09-59-38_640.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,17,32,0,0,0,0,0
886,"6_1",6,1,2.04216,6.58368,4.45008,1.386733333,47.61930951,-122.3624486,"2022_8_15_09-59-38_648.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,10,14,0,0,3,0,0
887,"6_1",6,1,2.22504,6.58368,4.45008,1.2044,47.61930249,-122.3624395,"2022_8_15_09-59-38_656.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,0,0,0,0,0,25,20,0,0,0,0,0
888,"6_1",6,1,2.286,6.58368,4.45008,1.0608,47.61929726,-122.362432,"2022_8_15_09-59-38_664.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,7,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1,0,0,0,0,0,25,18,0,0,0,0,0
889,"6_1",6,1,2.25552,6.58368,4.45008,4.6682,47.61929214,-122.3624247,"2022_8_15_09-59-38_672.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,1,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,1,0,0,0,0,0,28,33,0,0,0,0,0
890,"6_1",6,1,2.22504,6.58368,4.45008,4.678533333,47.6192815,-122.36241,"2022_8_15_09-59-38_680.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,42,2,0,0,0,0,0,2,16,0,5,2,0,0
891,"6_1",6,1,2.22504,6.58368,4.45008,1.707666667,47.61927621,-122.3624026,"2022_8_15_09-59-38_688.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,22,0,1,0,0,0,0,2,28,0,3,7,0,0
892,"6_1",6,1,2.25552,6.58368,4.45008,3.8056,47.61926925,-122.3623929,"2022_8_15_09-59-38_696.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,28,0,0,0,0,0,0,3,31,0,0,0,0,0
893,"6_1",6,1,2.25552,6.58368,4.45008,4.648666667,47.61925977,-122.3623816,"2022_8_15_09-59-38_704.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,1,0,0,0,0,0,0,59,0,0,4,0,0
894,"6_1",6,1,2.22504,6.58368,4.45008,3.4048,47.61925397,-122.3623761,"2022_8_15_09-59-38_712.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,48,0,0,14,0,0
895,"6_1",6,1,4.75488,6.58368,4.45008,0.948466667,47.61977258,-122.3630999,"2022_8_15_09-59-38_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0,7,0,0,7,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
896,"6_1",6,1,2.25552,6.58368,4.45008,1.220933333,47.61924616,-122.362369,"2022_8_15_09-59-38_720.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,29,0,0,4,0,0
897,"6_1",6,1,2.22504,6.58368,4.45008,1.127933333,47.61923553,-122.3623594,"2022_8_15_09-59-38_728.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,34,0,0,2,0,0
898,"6_1",6,1,2.22504,6.58368,4.45008,1.2418,47.61922773,-122.3623522,"2022_8_15_09-59-38_736.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,21,0,0,0,0,0,0,0,22,0,0,6,0,0
899,"6_1",6,1,2.22504,6.58368,4.45008,1.198,47.61921887,-122.3623442,"2022_8_15_09-59-38_744.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,10,4,0,0,0,0,0,9,30,0,1,3,0,0
900,"6_1",6,1,5.91312,6.58368,4.45008,1.5368,47.61973151,-122.3631795,"2022_8_15_09-59-38_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
901,"6_1",6,1,4.75488,6.58368,4.45008,1.102133333,47.6197658,-122.3630889,"2022_8_15_09-59-38_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,7,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
902,"6_1",6,1,4.75488,6.58368,4.45008,1.196866667,47.61976111,-122.3630792,"2022_8_15_09-59-38_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,7,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
903,"6_1",6,1,4.7244,6.58368,4.45008,1.1924,47.61976506,-122.3630708,"2022_8_15_09-59-38_96.jpg",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,0,0
904,"6_2",6,2,4.54152,6.58368,2.7432,1.481733333,47.6196975,-122.3631362,"2022_8_15_10-21-13_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,0,3,0,0,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
905,"6_2",6,2,3.90144,6.58368,2.7432,0.9698,47.61962684,-122.3629929,"2022_8_15_10-21-13_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
906,"6_2",6,2,3.93192,6.58368,2.7432,0.964333333,47.61962159,-122.3629834,"2022_8_15_10-21-13_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
907,"6_2",6,2,3.87096,6.58368,2.7432,0.829133333,47.61961453,-122.3629707,"2022_8_15_10-21-13_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,2,0,0,0,0,0
908,"6_2",6,2,3.56616,6.58368,2.7432,0.9748,47.61960904,-122.3629607,"2022_8_15_10-21-13_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,1,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1,0,0,0
909,"6_2",6,2,3.53568,6.58368,2.7432,1.1612,47.61960241,-122.3629488,"2022_8_15_10-21-13_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,5,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,4,0,0,0,0,0
910,"6_2",6,2,3.3528,6.58368,2.7432,1.0156,47.61959468,-122.3629345,"2022_8_15_10-21-13_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,4,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
911,"6_2",6,2,3.41376,6.58368,2.7432,1.01,47.61958872,-122.362923,"2022_8_15_10-21-13_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,0,0
912,"6_2",6,2,4.90728,6.58368,2.7432,1.2402,47.61968871,-122.3631152,"2022_8_15_10-21-13_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
913,"6_2",6,2,3.29184,6.58368,2.7432,0.9594,47.61958263,-122.3629088,"2022_8_15_10-21-13_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,0,0,0,0,0
914,"6_2",6,2,3.16992,6.58368,2.7432,0.83675,47.61957973,-122.3628983,"2022_8_15_10-21-13_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0
915,"6_2",6,2,3.048,6.58368,2.7432,0.9634375,47.61957689,-122.3628878,"2022_8_15_10-21-13_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,33,6,0,1,0,0,0
916,"6_2",6,2,2.77368,6.58368,2.7432,2.988733333,47.61957358,-122.3628755,"2022_8_15_10-21-13_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,2,0,0,0,0,0,0,0,28,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,37,4,0,2,1,0,0
917,"6_2",6,2,2.77368,6.58368,2.7432,2.0132,47.61957028,-122.3628629,"2022_8_15_10-21-13_192.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,9,0,0,0,0,0,0,28,16,0,0,1,0,0
918,"6_2",6,2,2.52984,6.58368,2.7432,0.972266667,47.61956681,-122.3628511,"2022_8_15_10-21-13_200.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,3,0,0,0,0,0,0,0,17,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,46,6,0,1,0,0,0
919,"6_2",6,2,2.22504,6.58368,2.7432,2.839133333,47.61955974,-122.3628412,"2022_8_15_10-21-13_208.jpg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,26,0,0,0,0,0,0,26,6,0,0,0,0,0
920,"6_2",6,2,2.22504,6.58368,2.7432,3.3172,47.61955088,-122.3628316,"2022_8_15_10-21-13_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,26,22,0,0,0,0,0
921,"6_2",6,2,2.19456,6.58368,2.7432,1.008266667,47.61954283,-122.3628251,"2022_8_15_10-21-13_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,37,25,0,0,0,0,0
922,"6_2",6,2,2.19456,6.58368,2.7432,1.352333333,47.61953183,-122.3628185,"2022_8_15_10-21-13_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,10,0,0,0,0,0,0,9,29,0,0,0,0,0
923,"6_2",6,2,4.90728,6.58368,2.7432,1.0511875,47.6196853,-122.363107,"2022_8_15_10-21-13_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,4,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0
924,"6_2",6,2,2.19456,6.58368,2.7432,1.060466667,47.6195189,-122.3628107,"2022_8_15_10-21-13_240.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,19,17,0,0,0,0,0
925,"6_2",6,2,2.22504,6.58368,2.7432,1.187875,47.61951196,-122.3628049,"2022_8_15_10-21-13_248.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,24,0,0,0,0,0,0,30,17,0,0,0,0,0
926,"6_2",6,2,2.19456,6.58368,2.7432,1.109866667,47.61950181,-122.3627965,"2022_8_15_10-21-13_256.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,8,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,37,30,0,0,0,0,0
927,"6_2",6,2,2.22504,6.58368,2.7432,1.1168,47.61949236,-122.3627887,"2022_8_15_10-21-13_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,5,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21,0,0,10,0,0,0,0,0,0,45,4,0,0,0,0,0
928,"6_2",6,2,2.22504,6.58368,2.7432,1.1346,47.61948564,-122.3627835,"2022_8_15_10-21-13_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,8,26,0,0,0,0,0,0,28,8,0,2,0,0,0
929,"6_2",6,2,2.22504,6.58368,2.7432,1.3131875,47.61947535,-122.3627766,"2022_8_15_10-21-13_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,9,27,0,8,0,0,0
930,"6_2",6,2,2.22504,6.58368,2.7432,1.255625,47.61946593,-122.3627707,"2022_8_15_10-21-13_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,1,0,1,4,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,32,21,0,3,2,0,0
931,"6_2",6,2,2.22504,6.58368,2.7432,1.567266667,47.61945358,-122.3627635,"2022_8_15_10-21-13_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,21,4,0,9,2,0,0
932,"6_2",6,2,2.83464,6.58368,2.7432,1.071533333,47.61944022,-122.3627572,"2022_8_15_10-21-13_304.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,5,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,9,0,4,1,0,0
933,"6_2",6,2,2.83464,6.58368,2.7432,1.138866667,47.61942945,-122.3627526,"2022_8_15_10-21-13_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,12,17,0,0,1,0,0
934,"6_2",6,2,4.93776,6.58368,2.7432,0.8724,47.61967973,-122.3630932,"2022_8_15_10-21-13_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,4,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
935,"6_2",6,2,2.86512,6.58368,2.7432,1.050933333,47.61941876,-122.3627471,"2022_8_15_10-21-13_320.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,3,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0
